고객번호,물품대분류,두번째구매까지기간
201909040977116,이벤트,16
201909040977122,수유용품,0
201909040977137,1단계,16
201909040977143,4단계,11
201909040977169,2단계,26
201909040977175,티슈,0
201909050977183,3단계,21
201909050977184,이벤트,104
201909050977189,이벤트,90
201909050977191,이벤트,0
201909050977198,수유용품,26
201909050977200,이벤트,138
201909050977201,이벤트,123
201909050977204,주방용품,37
201909050977212,이벤트,187
201909050977214,주방용품,0
201909050977218,2단계,31
201909050977220,2단계,38
201909050977221,청결용품,0
201909050977226,어른_생활용품,0
201909050977229,2단계,12
201909050977241,3단계,69
201909050977243,티슈,84
201909050977249,1단계,33
201909050977294,4단계,1
201909050977317,3단계,28
201909050977322,티슈,30
201909050977347,이벤트,52
201909050977352,티슈,159
201909050977365,3단계,72
201909050977374,수유용품,0
201909050977376,이벤트,13
201909050977390,티슈,1
201909050977432,2단계,39
201909050977448,2단계,116
201909050977459,화장품,0
201909050977481,수유용품,177
201909050977486,이벤트,2
201909050977498,주방용품,1
201909050977503,이벤트,169
201909050977504,이벤트,0
201909050977507,3단계,1
201909050977512,청결용품,24
201909050977518,1단계,20
201909050977523,이벤트,14
201909050977535,수유용품,0
201909050977542,청결용품,0
201909050977544,이벤트,0
201909050977576,청결용품,0
201909050977589,수유용품,14
201909050977619,이벤트,15
201909050977626,수유용품,35
201909050977643,이벤트,63
201909050977653,2단계,21
201909050977667,이벤트,96
201909050977714,4단계,30
201909050977715,이벤트,260
201909050977741,청결용품,115
201909050977774,수유용품,0
201909050977782,5단계,167
201909050977813,2단계,4
201909050977828,5단계,28
201909050977836,어른_생활용품,138
201909050977842,4단계,286
201909050977848,4단계,15
201909050977849,이벤트,161
201909050977865,이벤트,98
201909050977869,아이_생활용품,38
201909050977880,2단계,8
201909060977913,이벤트,102
201909060977924,4단계,43
201909060977933,3단계,101
201909060977948,이벤트,13
201909060977950,수유용품,208
201909060977952,청결용품,0
201909060977953,이벤트,20
201909060977954,화장품,59
201909060977963,이벤트,123
201909060977976,이벤트,82
201909060977977,이벤트,30
201909060977995,이벤트,39
201909060978005,화장품,58
201909060978018,이벤트,104
201909060978025,화장품,128
201909060978046,화장품,182
201909060978050,이벤트,113
201909060978053,이벤트,19
201909060978060,이벤트,68
201909060978063,수유용품,267
201909060978085,이벤트,104
201909060978093,이벤트,174
201909060978094,이벤트,8
201909060978098,이벤트,3
201909060978105,이벤트,102
201909060978111,이벤트,23
201909060978122,화장품,135
201909060978132,티슈,286
201909060978134,수유용품,29
201909060978147,아이_생활용품,9
201909060978167,수유용품,0
201909060978205,청결용품,0
201909060978218,이벤트,46
201909060978248,화장품,143
201909060978255,이벤트,242
201909060978272,6단계,171
201909060978284,수유용품,217
201909060978290,주방용품,2
201909060978295,수유용품,65
201909060978297,이벤트,15
201909060978307,1단계,0
201909060978308,2단계,25
201909060978327,수유용품,0
201909060978358,이벤트,3
201909060978361,이벤트,26
201909060978378,이벤트,177
201909060978382,이벤트,70
201909060978384,주방용품,62
201909060978392,3단계,57
201909060978397,이벤트,20
201909060978439,5단계,26
201909060978443,생리대,0
201909060978449,수유용품,0
201909060978452,이벤트,0
201909060978478,3단계,33
201909060978484,이벤트,105
201909060978488,2단계,35
201909060978495,이벤트,15
201909060978505,2단계,0
201909060978507,5단계,0
201909060978517,3단계,28
201909060978531,이벤트,0
201909060978534,청결용품,10
201909060978540,티슈,12
201909060978550,이벤트,35
201909060978551,이벤트,78
201909060978554,이벤트,22
201909060978561,티슈,0
201909060978567,이벤트,102
201909060978576,아이_생활용품,6
201909060978583,이벤트,0
201909060978604,이벤트,210
201909060978606,어른_생활용품,3
201909060978623,3단계,8
201909060978641,2단계,0
201909060978648,수유용품,0
201909060978653,이벤트,145
201909060978671,이벤트,7
201909060978677,2단계,9
201909060978684,이벤트,72
201909060978686,이벤트,4
201909060978719,4단계,22
201909060978740,이벤트,0
201909060978748,이벤트,126
201909060978750,티슈,167
201909070978761,이벤트,96
201909070978769,1단계,124
201909070978781,주방용품,19
201909070978784,화장품,7
201909070978800,3단계,81
201909070978851,2단계,75
201909070978857,2단계,26
201909070978858,이벤트,2
201909070978860,티슈,57
201909070978868,주방용품,16
201909070978869,2단계,27
201909070978888,이벤트,209
201909070978896,이벤트,17
201909070978905,이벤트,7
201909070978933,수유용품,0
201909070978935,5단계,258
201909070978948,2단계,10
201909070978950,4단계,229
201909070978955,주방용품,68
201909070978956,2단계,171
201909070978964,1단계,11
201909070978975,이벤트,101
201909070978978,이벤트,0
201909070978996,2단계,44
201909070979012,이벤트,84
201909070979018,2단계,0
201909070979034,2단계,43
201909070979044,이벤트,309
201909070979085,이벤트,18
201909070979138,수유용품,0
201909070979141,2단계,88
201909070979146,이벤트,107
201909070979167,3단계,186
201909070979170,3단계,21
201909070979181,3단계,202
201909070979186,이벤트,26
201909070979203,2단계,134
201909070979206,4단계,10
201909070979207,이벤트,104
201909070979209,2단계,43
201909070979240,3단계,35
201909070979257,어른_생활용품,10
201909070979285,4단계,162
201909070979296,수유용품,0
201909070979300,1단계,0
201909070979304,2단계,4
201909070979309,3단계,65
201909070979320,이벤트,72
201909070979331,이벤트,194
201909070979339,3단계,114
201909070979340,어른_생활용품,0
201909070979348,이벤트,9
201909070979357,마스크,0
201909070979358,3단계,61
201909070979364,4단계,27
201909070979367,이벤트,82
201909070979372,2단계,124
201909070979379,이벤트,200
201909080979393,티슈,116
201909080979402,수유용품,1
201909080979416,이벤트,252
201909080979417,4단계,0
201909080979424,3단계,207
201909080979429,이벤트,140
201909080979437,이벤트,33
201909080979441,3단계,0
201909080979450,이벤트,81
201909080979470,아이_생활용품,24
201909080979491,이벤트,154
201909080979492,이벤트,0
201909080979500,3단계,69
201909080979503,5단계,136
201909080979512,이벤트,169
201909080979528,티슈,0
201909080979548,이벤트,141
201909080979554,수유용품,147
201909080979574,2단계,24
201909080979578,1단계,33
201909080979586,3단계,10
201909080979588,4단계,55
201909080979591,주방용품,0
201909080979612,이벤트,171
201909080979613,2단계,30
201909080979630,이벤트,39
201909080979636,이벤트,18
201909080979647,이벤트,214
201909080979673,이벤트,82
201909080979678,4단계,26
201909080979680,2단계,13
201909080979681,청결용품,0
201909080979708,이벤트,33
201909080979712,이벤트,0
201909080979716,2단계,49
201909080979722,이벤트,0
201909080979725,이벤트,0
201909080979731,2단계,3
201909080979737,화장품,41
201909080979752,수유용품,1
201909080979754,3단계,279
201909080979762,티슈,0
201909080979764,티슈,31
201909080979766,2단계,78
201909080979774,생리대,0
201909080979775,2단계,35
201909080979778,2단계,7
201909080979788,2단계,97
201909080979790,3단계,49
201909080979795,주방용품,56
201909080979802,티슈,23
201909080979823,어른_생활용품,13
201909080979837,수유용품,200
201909080979839,이벤트,29
201909080979840,이벤트,8
201909080979857,수유용품,51
201909080979884,화장품,54
201909090979906,이벤트,0
201909090979907,이벤트,165
201909090979918,주방용품,185
201909090979930,3단계,25
201909090979944,2단계,0
201909090979957,4단계,31
201909090979975,이벤트,12
201909090979982,4단계,79
201909090979989,화장품,0
201909090979993,이벤트,4
201909090979995,티슈,52
201909090980017,수유용품,0
201909090980023,이벤트,0
201909090980040,3단계,64
201909090980068,3단계,81
201909090980086,이벤트,94
201909090980090,청결용품,106
201909090980094,청결용품,0
201909090980100,어른_생활용품,0
201909090980101,2단계,85
201909090980119,2단계,97
201909090980135,4단계,56
201909090980153,이벤트,0
201909090980160,2단계,20
201909090980169,1단계,13
201909090980172,2단계,30
201909090980173,이벤트,0
201909090980174,생리대,42
201909090980176,2단계,23
201909090980179,티슈,228
201909090980182,수유용품,0
201909090980195,이벤트,15
201909090980210,이벤트,17
201909090980213,3단계,19
201909090980216,이벤트,182
201909090980232,2단계,50
201909090980234,이벤트,80
201909090980235,2단계,0
201909090980250,3단계,70
201909090980252,이벤트,85
201909090980255,이벤트,46
201909090980271,티슈,6
201909090980272,2단계,21
201909090980289,1단계,25
201909090980294,이벤트,98
201909090980304,티슈,53
201909090980318,청결용품,0
201909090980324,3단계,17
201909090980325,3단계,72
201909090980326,수유용품,69
201909090980346,3단계,86
201909090980360,이벤트,32
201909090980375,3단계,21
201909090980381,이벤트,0
201909090980384,마스크,43
201909090980388,3단계,96
201909090980399,4단계,56
201909090980403,이벤트,267
201909090980427,이벤트,220
201909090980453,수유용품,122
201909090980507,수유용품,8
201909090980523,수유용품,0
201909090980543,수유용품,0
201909090980561,화장품,0
201909090980565,이벤트,45
201909090980569,이벤트,1
201909090980579,이벤트,108
201909100980590,티슈,0
201909100980593,티슈,113
201909100980601,아이_생활용품,6
201909100980610,이벤트,9
201909100980628,마스크,9
201909100980633,이벤트,25
201909100980634,이벤트,49
201909100980638,1단계,8
201909100980640,이벤트,49
201909100980642,화장품,0
201909100980648,이벤트,232
201909100980649,티슈,44
201909100980650,수유용품,0
201909100980666,이벤트,50
201909100980677,이벤트,26
201909100980681,수유용품,0
201909100980692,이벤트,75
201909100980714,2단계,125
201909100980743,이벤트,153
201909100980757,2단계,137
201909100980758,4단계,97
201909100980768,생리대,0
201909100980791,이벤트,174
201909100980801,수유용품,0
201909100980806,1단계,288
201909100980812,이벤트,31
201909100980830,이벤트,15
201909100980842,이벤트,140
201909100980848,티슈,61
201909100980866,2단계,0
201909100980883,청결용품,0
201909100980890,화장품,36
201909100980896,청결용품,0
201909100980910,아이_생활용품,49
201909100980913,3단계,53
201909100980925,4단계,40
201909100980945,이벤트,41
201909100980959,이벤트,0
201909100980977,2단계,15
201909100980981,이벤트,6
201909100980982,이벤트,137
201909100980990,수유용품,0
201909100981009,수유용품,8
201909100981025,수유용품,30
201909100981029,3단계,0
201909100981033,2단계,41
201909100981040,장난감,70
201909100981042,5단계,0
201909100981055,수유용품,0
201909100981057,수유용품,51
201909100981078,이벤트,11
201909100981110,이벤트,164
201909100981114,이벤트,154
201909100981118,이벤트,0
201909100981132,이벤트,22
201909100981158,아이_생활용품,0
201909100981164,티슈,94
201909100981181,수유용품,19
201909100981182,이벤트,53
201909100981184,3단계,1
201909100981190,수유용품,108
201909100981191,티슈,95
201909100981192,이벤트,158
201909110981204,이벤트,32
201909110981214,4단계,43
201909110981219,이벤트,108
201909110981223,이벤트,33
201909110981224,티슈,0
201909110981231,청결용품,0
201909110981251,2단계,31
201909110981266,이벤트,38
201909110981273,이벤트,13
201909110981326,2단계,126
201909110981348,이벤트,83
201909110981367,2단계,50
201909110981374,이벤트,66
201909110981377,티슈,16
201909110981378,수유용품,69
201909110981394,이벤트,11
201909110981396,수유용품,0
201909110981397,3단계,33
201909110981428,3단계,15
201909110981463,5단계,0
201909110981531,이벤트,12
201909110981573,이벤트,71
201909110981578,3단계,0
201909110981581,이벤트,0
201909110981591,5단계,81
201909110981597,3단계,46
201909110981599,이벤트,70
201909110981601,3단계,24
201909110981646,이벤트,71
201909110981648,1단계,31
201909110981651,티슈,162
201909110981652,수유용품,11
201909110981653,2단계,69
201909110981655,2단계,0
201909110981696,이벤트,50
201909110981698,이벤트,68
201909110981707,생리대,45
201909110981719,수유용품,23
201909110981727,3단계,63
201909110981730,3단계,0
201909120981759,이벤트,3
201909120981763,이벤트,29
201909120981767,수유용품,50
201909120981770,아이_생활용품,0
201909120981780,3단계,246
201909120981792,2단계,29
201909120981793,이벤트,0
201909120981796,3단계,0
201909120981797,5단계,110
201909120981800,수유용품,143
201909120981810,이벤트,80
201909120981822,2단계,21
201909120981825,3단계,44
201909120981828,2단계,28
201909120981833,이벤트,23
