고객번호,물품대분류,두번째구매까지기간
201908220967174,이벤트,57
201908220967179,마스크,36
201908220967188,이벤트,140
201908220967202,수유용품,43
201908220967204,이벤트,246
201908220967220,이벤트,0
201908220967242,이벤트,14
201908220967244,수유용품,49
201908220967261,생리대,0
201908220967263,이벤트,0
201908220967264,이벤트,121
201908220967272,이벤트,0
201908220967273,이벤트,0
201908220967293,2단계,8
201908220967309,이벤트,96
201908220967323,이벤트,30
201908220967329,수유용품,0
201908220967332,주방용품,44
201908220967338,생리대,28
201908220967343,티슈,7
201908220967345,청결용품,183
201908220967347,수유용품,45
201908220967353,4단계,102
201908220967359,수유용품,0
201908220967380,수유용품,38
201908220967382,이벤트,52
201908220967384,5단계,45
201908220967404,2단계,22
201908220967412,2단계,24
201908220967414,3단계,136
201908220967417,2단계,39
201908220967433,3단계,53
201908220967442,티슈,14
201908220967447,1단계,6
201908220967452,2단계,114
201908220967457,수유용품,7
201908220967475,수유용품,113
201908220967489,3단계,134
201908220967507,이벤트,29
201908220967511,3단계,120
201908220967516,이벤트,14
201908220967521,티슈,0
201908220967525,이벤트,0
201908220967539,화장품,0
201908220967556,수유용품,0
201908220967571,수유용품,34
201908220967577,아이_생활용품,50
201908220967601,이벤트,211
201908220967621,티슈,1
201908220967641,마스크,0
201908220967652,4단계,56
201908220967655,이벤트,91
201908220967659,이벤트,270
201908220967665,이벤트,84
201908220967674,이벤트,189
201908220967682,1단계,15
201908220967697,화장품,96
201908220967701,이벤트,243
201908220967702,이벤트,9
201908220967716,이벤트,120
201908220967735,주방용품,55
201908220967738,이벤트,32
201908220967739,3단계,59
201908220967744,생리대,0
201908220967747,이벤트,184
201908220967759,3단계,117
201908220967762,수유용품,12
201908220967797,4단계,0
201908220967807,2단계,118
201908220967816,티슈,47
201908220967821,이벤트,0
201908220967848,수유용품,42
201908220967850,이벤트,47
201908220967854,수유용품,0
201908220967862,이벤트,37
201908220967866,2단계,45
201908220967884,5단계,12
201908220967886,3단계,0
201908230967908,이벤트,116
201908230967928,이벤트,74
201908230967931,이벤트,56
201908230967934,이벤트,133
201908230967984,2단계,70
201908230967989,3단계,79
201908230967991,티슈,0
201908230967997,이벤트,132
201908230968027,5단계,44
201908230968061,주방용품,205
201908230968076,2단계,159
201908230968136,2단계,1
201908230968181,이벤트,0
201908230968215,2단계,57
201908230968234,티슈,10
201908230968242,3단계,29
201908230968246,아이_생활용품,0
201908230968265,이벤트,15
201908230968266,이벤트,0
201908230968270,이벤트,5
201908230968271,5단계,199
201908230968285,3단계,130
201908230968290,수유용품,0
201908230968291,3단계,34
201908230968306,티슈,0
201908230968311,이벤트,7
201908230968315,2단계,17
201908230968324,수유용품,0
201908230968326,2단계,225
201908230968330,수유용품,57
201908230968332,생리대,37
201908230968335,3단계,76
201908230968336,4단계,25
201908230968339,어른_생활용품,26
201908230968345,청결용품,15
201908230968368,이벤트,34
201908230968369,이벤트,0
201908230968370,2단계,0
201908230968382,2단계,10
201908230968384,이벤트,66
201908230968398,수유용품,64
201908230968404,이벤트,6
201908230968446,이벤트,0
201908230968447,티슈,109
201908230968448,티슈,0
201908230968458,3단계,66
201908230968471,이벤트,33
201908230968476,이벤트,201
201908230968480,3단계,23
201908230968483,2단계,27
201908230968490,주방용품,65
201908230968495,2단계,15
201908230968506,3단계,27
201908230968508,청결용품,25
201908230968517,이벤트,127
201908230968520,수유용품,11
201908230968532,티슈,12
201908230968545,이벤트,0
201908230968550,청결용품,66
201908230968560,이벤트,117
201908230968578,티슈,104
201908230968584,4단계,27
201908230968607,생리대,33
201908230968613,수유용품,67
201908230968618,2단계,29
201908230968621,3단계,38
201908230968625,이벤트,177
201908230968643,이벤트,5
201908230968659,1단계,35
201908230968662,2단계,215
201908230968678,이벤트,36
201908230968690,아이_생활용품,0
201908230968694,이벤트,14
201908230968702,이벤트,0
201908230968715,5단계,10
201908230968718,수유용품,0
201908230968726,2단계,40
201908230968734,수유용품,114
201908230968736,아이_생활용품,0
201908240968743,2단계,0
201908240968764,이벤트,39
201908240968766,이벤트,78
201908240968770,수유용품,0
201908240968780,이벤트,6
201908240968788,이벤트,0
201908240968808,4단계,33
201908240968811,3단계,137
201908240968812,이벤트,181
201908240968827,2단계,173
201908240968870,이벤트,43
201908240968886,3단계,52
201908240968900,5단계,0
201908240968905,수유용품,7
201908240968920,어른_생활용품,0
201908240968937,1단계,0
201908240968945,이벤트,105
201908240968955,티슈,138
201908240968966,2단계,11
201908240968973,마스크,12
201908240968983,3단계,190
201908240968989,티슈,65
201908240968992,생리대,61
201908240969014,수유용품,53
201908240969075,청결용품,0
201908240969109,이벤트,167
201908240969121,4단계,0
201908240969124,2단계,50
201908240969132,아이_생활용품,83
201908240969137,3단계,48
201908240969142,2단계,50
201908240969159,수유용품,47
201908240969171,4단계,56
201908240969177,3단계,32
201908240969191,청결용품,226
201908240969214,5단계,1
201908240969227,이벤트,0
201908240969231,이벤트,269
201908240969239,이벤트,13
201908240969256,이벤트,5
201908240969263,생리대,97
201908240969269,생리대,21
201908240969285,1단계,23
201908240969293,아이_생활용품,0
201908240969294,주방용품,116
201908240969296,이벤트,52
201908240969297,이벤트,26
201908240969299,티슈,32
201908240969310,이벤트,0
201908240969318,이벤트,0
201908240969324,이벤트,247
201908250969328,2단계,21
201908250969333,수유용품,0
201908250969334,이벤트,35
201908250969337,이벤트,113
201908250969341,4단계,0
201908250969345,수유용품,0
201908250969348,수유용품,0
201908250969368,이벤트,217
201908250969378,2단계,305
201908250969388,5단계,0
201908250969389,이벤트,143
201908250969391,이벤트,4
201908250969420,3단계,0
201908250969443,수유용품,13
201908250969448,화장품,0
201908250969451,이벤트,0
201908250969454,아이_생활용품,64
201908250969455,2단계,45
201908250969464,티슈,87
201908250969514,티슈,5
201908250969521,생리대,47
201908250969529,1단계,17
201908250969537,3단계,72
201908250969538,이벤트,182
201908250969546,2단계,4
201908250969557,이벤트,36
201908250969567,이벤트,0
201908250969572,이벤트,263
201908250969578,1단계,149
201908250969591,티슈,10
201908250969596,이벤트,197
201908250969609,이벤트,136
201908250969617,수유용품,0
201908250969631,수유용품,122
201908250969639,아이_생활용품,69
201908250969645,생리대,0
201908250969650,아이_생활용품,175
201908250969654,1단계,0
201908250969666,수유용품,0
201908250969669,이벤트,0
201908250969673,2단계,20
201908250969674,3단계,58
201908250969693,수유용품,0
201908250969698,아이_생활용품,4
201908250969721,3단계,131
201908250969723,3단계,0
201908250969726,수유용품,46
201908250969733,어른_생활용품,84
201908250969734,2단계,77
201908250969740,2단계,78
201908250969742,아이_생활용품,55
201908250969744,티슈,182
201908250969750,티슈,143
201908250969751,이벤트,8
201908250969759,2단계,15
201908250969760,이벤트,0
201908250969765,이벤트,0
201908250969770,3단계,17
201908250969785,이벤트,163
201908250969787,수유용품,1
201908250969792,6단계,76
201908250969801,생리대,193
201908250969811,이벤트,31
201908250969822,티슈,269
201908250969828,아이_생활용품,79
201908250969848,주방용품,49
201908250969850,이벤트,0
201908250969858,2단계,58
201908250969867,이벤트,0
201908250969873,3단계,0
201908250969881,아이_생활용품,51
201908250969882,3단계,89
201908250969884,주방용품,0
201908250969885,이벤트,264
201908250969888,2단계,9
201908250969893,이벤트,4
201908250969902,이벤트,69
201908250969910,이벤트,10
201908250969911,마스크,13
201908260969914,1단계,217
201908260969927,주방용품,39
201908260969928,1단계,116
201908260969939,수유용품,22
201908260969971,수유용품,41
201908260969973,주방용품,1
201908260969977,1단계,0
201908260970010,1단계,21
201908260970016,아이_생활용품,0
201908260970034,3단계,32
201908260970041,4단계,0
201908260970044,이벤트,11
201908260970057,2단계,27
201908260970059,2단계,29
201908260970060,티슈,127
201908260970066,1단계,73
201908260970070,티슈,30
201908260970083,이벤트,0
201908260970091,2단계,0
201908260970107,1단계,16
201908260970115,티슈,7
201908260970117,이벤트,0
201908260970129,이벤트,247
201908260970182,4단계,144
201908260970205,이벤트,0
201908260970214,이벤트,27
201908260970225,4단계,63
201908260970232,2단계,15
201908260970238,티슈,0
201908260970239,6단계,240
201908260970242,이벤트,0
201908260970250,이벤트,115
201908260970256,이벤트,0
201908260970260,3단계,22
201908260970272,티슈,22
201908260970276,2단계,22
201908260970277,4단계,0
201908260970286,5단계,44
201908260970313,아이_생활용품,20
201908260970318,주방용품,151
201908260970351,수유용품,88
201908260970357,청결용품,0
201908260970365,3단계,13
201908260970378,아이_생활용품,0
201908260970388,3단계,23
201908260970399,티슈,169
201908260970407,이벤트,19
201908260970409,아이_생활용품,0
201908260970420,아이_생활용품,27
201908260970422,이벤트,0
201908260970433,마스크,100
201908260970437,3단계,36
201908260970447,3단계,114
201908260970453,1단계,0
201908260970454,청결용품,20
201908260970458,이벤트,20
201908260970464,이벤트,160
201908260970467,이벤트,0
201908260970469,3단계,60
201908260970478,3단계,31
201908260970487,청결용품,47
201908260970492,2단계,6
201908260970501,이벤트,0
201908260970503,이벤트,65
201908260970504,이벤트,30
201908260970505,이벤트,0
201908260970509,이벤트,0
201908260970510,4단계,29
201908260970522,수유용품,10
201908260970564,이벤트,114
201908260970597,3단계,42
201908260970598,티슈,16
201908260970601,4단계,64
201908260970607,수유용품,44
201908260970613,5단계,103
201908260970614,이벤트,0
201908260970627,5단계,56
201908260970630,이벤트,181
201908260970635,생리대,35
201908260970637,이벤트,6
201908260970641,이벤트,0
201908260970649,이벤트,213
201908260970651,2단계,19
201908270970663,2단계,41
201908270970682,화장품,0
201908270970685,아이_생활용품,0
201908270970690,2단계,91
201908270970696,주방용품,0
201908270970706,이벤트,0
201908270970713,3단계,31
201908270970730,1단계,7
201908270970732,수유용품,0
201908270970733,이벤트,335
201908270970734,수유용품,0
201908270970740,4단계,24
201908270970764,2단계,21
201908270970767,이벤트,225
201908270970776,이벤트,0
201908270970806,이벤트,0
201908270970827,이벤트,0
201908270970851,이벤트,74
201908270970855,티슈,146
201908270970870,이벤트,0
201908270970873,이벤트,5
201908270970879,2단계,0
201908270970893,티슈,12
201908270970915,5단계,40
201908270970937,이벤트,0
201908270970954,1단계,46
201908270970955,이벤트,0
201908270970960,청결용품,0
201908270970964,이벤트,56
201908270970973,3단계,295
201908270970975,티슈,0
201908270970977,이벤트,114
201908270970983,청결용품,0
201908270970994,아이_생활용품,39
201908270971009,이벤트,29
201908270971010,이벤트,62
201908270971037,3단계,31
201908270971038,이벤트,13
201908270971063,생리대,41
201908270971065,이벤트,0
201908270971090,이벤트,295
201908270971094,이벤트,15
201908270971125,이벤트,22
201908270971130,2단계,185
201908270971132,5단계,31
201908270971135,3단계,67
201908270971142,2단계,46
201908270971143,이벤트,9
201908270971149,이벤트,91
201908270971160,3단계,0
201908270971166,수유용품,9
201908270971210,생리대,0
201908270971221,2단계,47
201908270971230,화장품,0
201908270971249,이벤트,0
201908270971259,이벤트,0
201908270971270,이벤트,0
201908270971273,1단계,0
201908270971278,2단계,0
201908270971293,1단계,0
201908270971294,이벤트,94
201908270971296,4단계,16
201908270971315,이벤트,43
201908270971333,이벤트,16
201908270971338,3단계,137
201908270971341,2단계,1
201908270971343,4단계,24
201908270971358,이벤트,64
201908270971368,이벤트,77
201908270971379,이벤트,52
201908270971387,이벤트,0
201908270971390,이벤트,0
201908270971393,이벤트,6
201908270971417,이벤트,121
201908270971419,이벤트,44
201908270971422,3단계,40
201908270971427,이벤트,30
201908270971428,티슈,0
201908270971431,티슈,15
201908270971437,이벤트,0
201908270971439,화장품,25
201908270971448,이벤트,0
201908270971449,이벤트,29
201908270971469,5단계,51
201908280971477,3단계,7
201908280971481,이벤트,296
201908280971489,생리대,174
201908280971494,이벤트,5
201908280971502,이벤트,0
201908280971515,생리대,161
201908280971523,티슈,23
201908280971524,이벤트,70
201908280971543,2단계,26
201908280971555,음식,120
201908280971558,이벤트,21
201908280971559,수유용품,109
201908280971561,수유용품,48
201908280971563,이벤트,0
201908280971582,1단계,127
201908280971587,티슈,90
201908280971615,5단계,99
201908280971618,생리대,20
201908280971630,화장품,0
201908280971632,수유용품,112
201908280971651,수유용품,14
201908280971677,2단계,0
201908280971683,2단계,0
201908280971684,2단계,78
201908280971709,이벤트,31
201908280971724,티슈,304
201908280971746,1단계,48
201908280971759,청결용품,112
201908280971770,이벤트,70
201908280971789,이벤트,0
201908280971795,이벤트,11
201908280971799,이벤트,0
201908280971808,이벤트,0
201908280971810,4단계,14
201908280971811,5단계,31
201908280971817,이벤트,0
201908280971830,2단계,123
201908280971834,마스크,29
201908280971843,3단계,67
201908280971847,3단계,7
201908280971848,4단계,0
201908280971849,이벤트,0
201908280971859,아이_생활용품,0
201908280971860,이벤트,6
201908280971863,이벤트,206
201908280971864,티슈,0
201908280971868,3단계,35
201908280971869,이벤트,0
201908280971879,이벤트,131
201908280971881,3단계,0
201908280971887,이벤트,0
201908280971925,이벤트,110
201908280971954,4단계,77
201908280971959,티슈,54
201908280971960,수유용품,134
201908280971972,수유용품,93
201908280971978,3단계,0
201908280971980,수유용품,116
201908280971982,생리대,0
201908280972001,3단계,51
201908280972004,1단계,35
201908280972008,이벤트,150
201908280972029,수유용품,6
201908280972048,이벤트,0
201908280972051,수유용품,0
201908280972058,3단계,205
201908280972081,이벤트,55
201908280972085,이벤트,0
201908280972087,이벤트,126
201908280972092,이벤트,195
201908280972100,이벤트,9
201908280972111,이벤트,36
201908280972119,청결용품,0
201908280972137,이벤트,60
201908280972147,이벤트,118
201908280972175,2단계,30
201908280972179,이벤트,222
201908280972185,이벤트,39
201908280972186,이벤트,10
201908280972193,수유용품,42
201908290972207,이벤트,195
201908290972208,주방용품,34
201908290972215,어른_생활용품,30
201908290972223,이벤트,37
201908290972245,이벤트,43
201908290972249,이벤트,48
201908290972257,아이_생활용품,58
201908290972259,주방용품,12
201908290972273,이벤트,11
201908290972284,생리대,0
201908290972285,이벤트,0
201908290972293,이벤트,58
201908290972303,이벤트,1
201908290972306,주방용품,254
201908290972317,티슈,94
201908290972321,이벤트,0
201908290972332,2단계,13
201908290972362,이벤트,0
201908290972363,이벤트,38
201908290972391,이벤트,27
201908290972398,3단계,74
201908290972401,이벤트,0
201908290972402,이벤트,58
201908290972431,3단계,74
201908290972432,화장품,135
201908290972433,이벤트,0
201908290972438,수유용품,32
201908290972443,청결용품,122
201908290972447,이벤트,38
201908290972452,이벤트,2
201908290972474,이벤트,0
201908290972499,이벤트,12
201908290972502,2단계,16
201908290972525,청결용품,0
201908290972526,이벤트,79
201908290972545,이벤트,40
201908290972550,수유용품,1
201908290972557,수유용품,0
201908290972569,이벤트,60
201908290972575,이벤트,3
201908290972582,티슈,0
201908290972584,수유용품,4
201908290972598,3단계,86
201908290972600,이벤트,0
201908290972605,수유용품,0
201908290972623,이벤트,21
201908290972629,아이_생활용품,25
201908290972630,생리대,0
201908290972655,수유용품,32
201908290972668,수유용품,63
201908290972679,이벤트,95
201908290972682,3단계,0
201908290972685,이벤트,229
201908290972688,4단계,46
201908290972690,이벤트,333
201908290972721,이벤트,0
201908290972722,1단계,226
201908290972744,2단계,57
201908290972746,이벤트,4
201908290972748,4단계,66
201908290972756,티슈,206
201908290972771,4단계,0
201908290972796,이벤트,141
201908290972810,이벤트,23
201908290972830,이벤트,60
201908290972831,주방용품,51
201908290972843,4단계,34
201908290972845,수유용품,17
201908290972857,2단계,70
201908290972870,이벤트,0
201908290972871,이벤트,13
201908290972876,생리대,0
201908290972888,티슈,69
201908290972892,이벤트,54
201908290972896,2단계,73
201908290972910,3단계,49
201908290972912,3단계,13
201908290972926,4단계,122
201908290972930,이벤트,0
201908290972934,이벤트,22
201908300972937,이벤트,173
201908300972939,이벤트,118
201908300972947,주방용품,4
201908300972949,이벤트,0
201908300972957,아이_생활용품,17
201908300972962,이벤트,41
201908300972963,2단계,45
201908300972975,5단계,96
201908300972976,4단계,123
201908300972982,주방용품,0
201908300973001,이벤트,175
201908300973004,이벤트,76
201908300973013,5단계,49
201908300973019,이벤트,2
201908300973023,이벤트,0
201908300973029,2단계,108
201908300973032,이벤트,0
201908300973063,이벤트,16
201908300973071,1단계,155
201908300973083,이벤트,104
201908300973103,이벤트,18
201908300973110,이벤트,134
201908300973119,이벤트,22
201908300973120,3단계,41
201908300973124,이벤트,11
201908300973139,이벤트,155
201908300973143,3단계,33
201908300973154,아이_생활용품,17
201908300973162,주방용품,106
201908300973173,이벤트,143
201908300973190,생리대,3
201908300973216,수유용품,49
201908300973221,생리대,0
201908300973222,수유용품,3
201908300973227,1단계,64
201908300973232,2단계,83
201908300973238,5단계,28
201908300973256,티슈,134
201908300973269,수유용품,16
201908300973270,이벤트,0
201908300973271,이벤트,53
201908300973275,2단계,37
201908300973282,2단계,26
201908300973290,아이_생활용품,11
201908300973297,이벤트,133
201908300973309,생리대,15
201908300973327,티슈,0
201908300973369,이벤트,5
201908300973374,2단계,55
201908300973384,2단계,215
201908300973386,이벤트,159
201908300973391,이벤트,136
201908300973392,3단계,0
201908300973406,수유용품,0
201908300973417,수유용품,137
201908300973453,4단계,22
201908300973459,이벤트,0
201908300973509,이벤트,0
201908300973515,이벤트,49
201908300973522,4단계,30
201908300973536,수유용품,31
201908300973544,이벤트,0
201908300973557,수유용품,229
201908300973589,이벤트,0
201908300973593,3단계,0
201908310973626,티슈,70
201908310973633,이벤트,161
201908310973635,수유용품,70
201908310973643,청결용품,41
201908310973648,수유용품,307
201908310973653,이벤트,9
201908310973655,이벤트,52
201908310973661,주방용품,32
201908310973662,생리대,138
201908310973667,티슈,2
201908310973672,3단계,23
201908310973690,생리대,7
201908310973698,5단계,176
201908310973699,이벤트,31
201908310973716,4단계,39
201908310973718,1단계,17
201908310973720,티슈,20
201908310973741,수유용품,0
201908310973760,이벤트,62
201908310973785,티슈,79
201908310973847,수유용품,43
201908310973848,이벤트,84
201908310973866,이벤트,6
201908310973898,5단계,39
201908310973904,이벤트,41
201908310973926,수유용품,90
201908310973927,수유용품,0
201908310973931,마스크,0
201908310973937,이벤트,0
201908310973941,어른_생활용품,177
201908310973951,3단계,94
201908310973952,이벤트,22
201908310973966,티슈,0
201908310973971,2단계,1
201908310973972,어른_생활용품,3
201908310973983,마스크,177
201908310973992,이벤트,0
201908310974000,이벤트,11
201908310974011,이벤트,6
201908310974039,3단계,123
201908310974053,이벤트,53
201908310974087,2단계,0
201908310974093,이벤트,46
201908310974094,티슈,18
201908310974095,수유용품,0
201908310974103,이벤트,0
201908310974104,티슈,42
201908310974105,2단계,57
201908310974117,수유용품,17
201908310974118,이벤트,0
201908310974119,2단계,113
201908310974123,4단계,34
201908310974129,이벤트,221
201908310974130,이벤트,110
201908310974137,이벤트,328
201908310974143,티슈,128
201908310974150,이벤트,169
201908310974154,2단계,42
201908310974158,1단계,60
201908310974162,3단계,0
201908310974165,아이_생활용품,285
201908310974185,이벤트,0
201908310974200,마스크,6
201908310974201,3단계,13
201908310974205,3단계,30
201908310974216,3단계,93
201908310974220,이벤트,126
201908310974221,이벤트,73
201908310974229,아이_생활용품,13
201908310974232,티슈,9
201908310974236,수유용품,166
201909010974241,5단계,58
201909010974248,2단계,40
201909010974252,2단계,70
201909010974257,이벤트,26
201909010974258,이벤트,155
201909010974261,이벤트,0
201909010974262,2단계,24
201909010974282,이벤트,8
201909010974285,이벤트,119
201909010974291,생리대,0
201909010974292,주방용품,2
201909010974294,2단계,10
201909010974302,이벤트,5
201909010974308,수유용품,100
201909010974328,2단계,0
201909010974351,어른_생활용품,96
201909010974353,이벤트,13
201909010974363,1단계,186
201909010974366,3단계,9
201909010974369,4단계,0
201909010974382,이벤트,170
201909010974386,수유용품,0
201909010974395,3단계,0
201909010974396,주방용품,0
201909010974397,생리대,0
201909010974403,이벤트,14
201909010974412,아이_생활용품,0
201909010974414,5단계,120
201909010974417,3단계,46
201909010974431,이벤트,178
201909010974442,4단계,29
201909010974476,이벤트,17
201909010974490,수유용품,59
201909010974494,이벤트,19
201909010974502,이벤트,196
201909010974514,티슈,94
201909010974527,이벤트,0
201909010974531,청결용품,0
201909010974539,화장품,45
201909010974543,티슈,0
201909010974544,이벤트,0
201909010974556,3단계,49
201909010974562,이벤트,15
201909010974567,1단계,66
201909010974573,수유용품,1
201909010974578,이벤트,165
201909010974591,3단계,2
201909010974594,3단계,1
201909010974599,화장품,53
201909010974604,1단계,15
201909010974613,청결용품,0
201909010974636,티슈,90
201909010974654,이벤트,0
201909010974656,티슈,104
201909010974658,이벤트,219
201909010974663,2단계,128
201909010974665,2단계,0
201909010974666,2단계,108
201909010974672,이벤트,0
201909010974690,2단계,0
201909010974693,1단계,15
201909010974696,2단계,28
201909010974698,어른_생활용품,51
201909010974703,이벤트,39
201909010974706,수유용품,1
201909010974708,화장품,11
201909010974710,2단계,27
201909010974713,2단계,20
201909010974716,청결용품,0
201909010974727,2단계,80
201909010974728,4단계,32
201909010974735,이벤트,97
201909010974738,티슈,104
201909010974740,이벤트,0
201909010974779,생리대,3
201909010974790,어른_생활용품,56
201909010974801,5단계,27
201909010974810,이벤트,100
201909010974821,수유용품,0
201909010974826,2단계,203
201909010974827,이벤트,0
201909010974829,화장품,58
201909010974838,이벤트,0
201909010974841,이벤트,48
201909010974855,이벤트,4
201909010974856,티슈,107
201909010974865,수유용품,0
201909010974870,화장품,0
201909010974871,청결용품,0
201909010974875,4단계,54
201909010974894,생리대,68
201909010974895,이벤트,27
201909010974896,화장품,14
201909010974898,생리대,74
201909010974899,생리대,55
201909020974900,2단계,69
201909020974901,수유용품,59
201909020974905,1단계,1
201909020974918,2단계,0
201909020974922,이벤트,52
201909020974924,주방용품,47
201909020974947,2단계,26
201909020974958,어른_생활용품,17
201909020974960,이벤트,0
201909020974969,이벤트,118
201909020974970,6단계,0
201909020974979,수유용품,171
201909020975003,청결용품,0
201909020975016,이벤트,0
201909020975044,주방용품,0
201909020975048,주방용품,14
201909020975062,청결용품,18
201909020975067,이벤트,0
201909020975081,이벤트,247
201909020975096,이벤트,13
201909020975097,이벤트,38
201909020975110,4단계,0
201909020975118,이벤트,170
201909020975122,아이_생활용품,121
201909020975125,티슈,299
201909020975130,청결용품,5
201909020975136,이벤트,13
201909020975167,티슈,34
201909020975168,이벤트,86
201909020975173,이벤트,242
201909020975179,화장품,0
201909020975195,1단계,56
201909020975209,3단계,0
201909020975211,이벤트,0
201909020975227,티슈,240
201909020975258,3단계,26
201909020975269,어른_생활용품,121
201909020975270,수유용품,26
201909020975272,2단계,82
201909020975279,2단계,78
201909020975282,수유용품,0
201909020975296,수유용품,29
201909020975310,이벤트,162
201909020975325,3단계,53
201909020975328,이벤트,94
201909020975349,이벤트,87
201909020975358,2단계,110
201909020975369,2단계,67
201909020975385,2단계,0
201909020975401,이벤트,38
201909020975412,이벤트,13
201909020975424,이벤트,163
201909020975425,이벤트,0
201909020975427,마스크,119
201909020975432,3단계,126
201909020975438,수유용품,92
201909020975442,6단계,0
201909020975451,수유용품,0
201909020975475,청결용품,0
201909020975497,이벤트,87
201909020975500,수유용품,25
201909020975503,3단계,86
201909020975505,이벤트,0
201909020975513,이벤트,19
201909020975519,1단계,81
201909020975522,이벤트,108
201909020975527,4단계,26
201909020975528,이벤트,0
201909020975537,이벤트,113
201909020975562,이벤트,94
201909020975571,아이_생활용품,27
201909020975575,주방용품,0
201909020975584,3단계,14
201909020975591,이벤트,0
201909020975613,어른_생활용품,0
201909020975618,이벤트,11
201909020975636,이벤트,173
201909020975655,화장품,14
201909020975656,화장품,1
201909020975658,화장품,3
201909020975660,화장품,5
201909030975664,화장품,5
201909030975672,이벤트,11
201909030975679,2단계,39
201909030975683,이벤트,107
201909030975691,이벤트,308
201909030975695,이벤트,52
201909030975704,2단계,47
201909030975719,이벤트,16
201909030975751,어른_생활용품,61
201909030975781,이벤트,81
201909030975807,2단계,108
201909030975820,이벤트,40
201909030975821,이벤트,0
201909030975823,2단계,108
201909030975826,아이_생활용품,81
201909030975828,3단계,91
201909030975832,1단계,11
201909030975834,수유용품,0
201909030975835,이벤트,232
201909030975842,이벤트,0
201909030975843,이벤트,289
201909030975861,이벤트,7
201909030975863,4단계,7
201909030975887,2단계,75
201909030975915,이벤트,34
201909030975922,6단계,57
201909030975923,화장품,50
201909030975927,3단계,84
201909030975951,3단계,37
201909030975955,2단계,13
201909030975964,3단계,0
201909030975969,음식,99
201909030975979,이벤트,258
201909030975989,2단계,0
201909030975996,티슈,0
201909030976006,5단계,1
201909030976008,이벤트,50
201909030976011,이벤트,203
201909030976024,1단계,35
201909030976026,수유용품,148
201909030976037,생리대,0
201909030976044,3단계,70
201909030976055,주방용품,15
201909030976073,3단계,47
201909030976075,이벤트,0
201909030976076,5단계,80
201909030976078,수유용품,152
201909030976085,티슈,0
201909030976093,3단계,0
201909030976096,수유용품,0
201909030976098,이벤트,0
201909030976101,이벤트,155
201909030976117,이벤트,202
201909030976119,이벤트,8
201909030976120,이벤트,0
201909030976123,장난감,5
201909030976145,이벤트,26
201909030976154,이벤트,10
201909030976166,이벤트,93
201909030976169,2단계,29
201909030976183,이벤트,0
201909030976189,5단계,31
201909030976190,수유용품,0
201909030976194,수유용품,69
201909030976205,1단계,37
201909030976206,이벤트,8
201909030976215,이벤트,31
201909030976216,이벤트,32
201909030976236,이벤트,68
201909030976243,생리대,0
201909030976245,티슈,158
201909030976252,2단계,61
201909030976260,이벤트,117
201909030976275,티슈,43
201909030976276,이벤트,89
201909030976282,주방용품,10
201909030976288,이벤트,259
201909030976291,2단계,26
201909030976293,주방용품,0
201909030976314,3단계,70
201909030976315,2단계,55
201909030976321,수유용품,0
201909030976322,수유용품,34
201909030976323,이벤트,94
201909030976327,1단계,152
201909030976331,아이_생활용품,0
201909030976335,2단계,16
201909030976351,이벤트,16
201909030976367,어른_생활용품,33
201909030976371,이벤트,0
201909030976376,3단계,48
201909030976377,1단계,67
201909030976386,수유용품,107
201909030976389,이벤트,7
201909030976401,화장품,170
201909030976402,1단계,0
201909030976409,화장품,39
201909030976414,수유용품,130
201909030976417,3단계,57
201909030976419,이벤트,0
201909030976423,이벤트,128
201909040976453,이벤트,208
201909040976454,아이_생활용품,23
201909040976455,3단계,23
201909040976468,2단계,19
201909040976469,이벤트,147
201909040976471,이벤트,15
201909040976474,2단계,49
201909040976476,5단계,25
201909040976479,4단계,266
201909040976480,티슈,16
201909040976499,5단계,97
201909040976514,수유용품,44
201909040976523,이벤트,126
201909040976537,2단계,23
201909040976556,1단계,30
201909040976557,이벤트,23
201909040976558,3단계,103
201909040976585,2단계,148
201909040976592,2단계,58
201909040976606,주방용품,91
201909040976611,장난감,14
201909040976612,2단계,34
201909040976620,2단계,75
201909040976654,아이_생활용품,79
201909040976663,3단계,24
201909040976699,3단계,0
201909040976701,3단계,160
201909040976709,수유용품,57
201909040976711,수유용품,0
201909040976719,티슈,0
201909040976733,이벤트,49
201909040976738,3단계,0
201909040976740,티슈,0
201909040976746,2단계,28
201909040976748,화장품,0
201909040976753,4단계,55
201909040976764,1단계,211
201909040976765,이벤트,17
201909040976775,이벤트,48
201909040976779,4단계,3
201909040976795,이벤트,0
201909040976798,티슈,0
201909040976800,이벤트,79
201909040976802,2단계,11
201909040976808,아이_생활용품,7
201909040976842,2단계,40
201909040976871,2단계,162
201909040976874,이벤트,189
201909040976879,수유용품,4
201909040976903,이벤트,92
201909040976906,1단계,62
201909040976910,이벤트,8
201909040976924,이벤트,14
201909040976927,6단계,0
201909040976931,청결용품,0
201909040976932,이벤트,153
201909040976955,2단계,131
201909040976962,이벤트,4
201909040976963,이벤트,310
201909040976973,이벤트,130
201909040976988,아이_생활용품,112
201909040977001,이벤트,237
201909040977020,청결용품,85
201909040977042,2단계,40
201909040977045,3단계,0
201909040977046,2단계,23
201909040977060,이벤트,55
201909040977061,마스크,0
201909040977069,1단계,38
201909040977070,이벤트,15
201909040977088,수유용품,227
201909040977093,2단계,68
201909040977103,이벤트,12
201909040977105,1단계,155
